City,State
Velampalayam,Tamil Nadu
Velankanni,Tamil Nadu
Vellakinar,Tamil Nadu
Vellakoil,Tamil Nadu
Vellalur,Tamil Nadu
Vellimalai,Tamil Nadu
Vellore,Tamil Nadu
Vellottamparappu,Tamil Nadu
Velur,Tamil Nadu
Vengampudur,Tamil Nadu
Vengathur,Tamil Nadu
Venkarai,Tamil Nadu
Vennanthur,Tamil Nadu
Veppathur,Tamil Nadu
Verkilambi,Tamil Nadu
Vettaikaranpudur,Tamil Nadu
Vettavalam,Tamil Nadu
Vijayapuri,Tamil Nadu
Vikramasingapuram,Tamil Nadu
Vikravandi,Tamil Nadu
Vilangudi,Tamil Nadu
Vilankurichi,Tamil Nadu
Vilapakkam,Tamil Nadu
Vilathikulam,Tamil Nadu
Vilavur,Tamil Nadu
Villukuri,Tamil Nadu
Viluppuram,Tamil Nadu
Virudhachalam,Tamil Nadu
Virudhunagar,Tamil Nadu
Virupakshipuram,Tamil Nadu
Viswanatham,Tamil Nadu
Walajabad,Tamil Nadu
Walajapet,Tamil Nadu
Wellington,Tamil Nadu
Zamin Uthukuli,Tamil Nadu
Agartala,Tripura
Amarpur,Tripura
Ambassa,Tripura
Badharghat,Tripura
Belonia,Tripura
Dharmanagar,Tripura
Gakulnagar,Tripura
Gandhigram,Tripura
Indranagar,Tripura
Jogendranagar,Tripura
Kailasahar,Tripura
Kamalpur,Tripura
Kanchanpur,Tripura
Khowai,Tripura
Kumarghat,Tripura
Kunjaban,Tripura
Narsingarh,Tripura
Pratapgarh,Tripura
Ranirbazar,Tripura
Sabroom,Tripura
Sonamura,Tripura
Teliamura,Tripura
Udaipur,Tripura
Achhalda,Uttar Pradesh
Achhnera,Uttar Pradesh
Adari,Uttar Pradesh
Afzalgarh,Uttar Pradesh
Agarwal Mandi,Uttar Pradesh
Agra,Uttar Pradesh
Agra,Uttar Pradesh
Ahraura,Uttar Pradesh
Ailum,Uttar Pradesh
Air Force Area,Uttar Pradesh
Ajhuwa,Uttar Pradesh
Akbarpur,Uttar Pradesh
Akbarpur,Uttar Pradesh
Aliganj,Uttar Pradesh
Aligarh,Uttar Pradesh
Allahabad,Uttar Pradesh
Allahabad,Uttar Pradesh
Allahganj,Uttar Pradesh
Allapur,Uttar Pradesh
Amanpur,Uttar Pradesh
Ambehta,Uttar Pradesh
Amethi,Uttar Pradesh
Amethi,Uttar Pradesh
Amila,Uttar Pradesh
Amilo,Uttar Pradesh
Aminagar Sarai,Uttar Pradesh
Aminagar Urf Bhurbaral,Uttar Pradesh
Amraudha,Uttar Pradesh
Amroha,Uttar Pradesh
Anandnagar,Uttar Pradesh
Anpara,Uttar Pradesh
Antu,Uttar Pradesh
Anupshahr,Uttar Pradesh
Aonla,Uttar Pradesh
Armapur Estate,Uttar Pradesh
Ashrafpur Kichhauchha,Uttar Pradesh
Atarra,Uttar Pradesh
Atasu,Uttar Pradesh
Atrauli,Uttar Pradesh
Atraulia,Uttar Pradesh
Auraiya,Uttar Pradesh
Aurangabad,Uttar Pradesh
Aurangabad Bangar,Uttar Pradesh
Auras,Uttar Pradesh
Awagarh,Uttar Pradesh
Ayodhya,Uttar Pradesh
Azamgarh,Uttar Pradesh
Azizpur,Uttar Pradesh
Azmatgarh,Uttar Pradesh
Babarpur Ajitmal,Uttar Pradesh
Baberu,Uttar Pradesh
Babina,Uttar Pradesh
Babrala,Uttar Pradesh
Babugarh,Uttar Pradesh
Bachhraon,Uttar Pradesh
Bachhrawan,Uttar Pradesh
Bad,Uttar Pradesh
Baghpat,Uttar Pradesh
Bah,Uttar Pradesh
Bahadurganj,Uttar Pradesh
Baheri,Uttar Pradesh
Bahjoi,Uttar Pradesh
Bahraich,Uttar Pradesh
Bahsuma,Uttar Pradesh
Bahuwa,Uttar Pradesh
Bajna,Uttar Pradesh
Bakewar,Uttar Pradesh
Bakiabad,Uttar Pradesh
Baldeo,Uttar Pradesh
Ballia,Uttar Pradesh
Balrampur,Uttar Pradesh
Banat,Uttar Pradesh
Banda,Uttar Pradesh
Bangarmau,Uttar Pradesh
Banki,Uttar Pradesh
Bansdih,Uttar Pradesh
Bansgaon,Uttar Pradesh
Bansi,Uttar Pradesh
Baragaon,Uttar Pradesh
Baragaon,Uttar Pradesh
Baraut,Uttar Pradesh
Bareilly,Uttar Pradesh
Bareilly,Uttar Pradesh
Barhalganj,Uttar Pradesh
Barhani Bazar,Uttar Pradesh
Barkhera,Uttar Pradesh
Barsana,Uttar Pradesh
Barua Sagar,Uttar Pradesh
Barwar,Uttar Pradesh
Basti,Uttar Pradesh
Begumabad Budhana,Uttar Pradesh
Behta Hajipur,Uttar Pradesh
Bela Pratapgarh,Uttar Pradesh
Belthara Road,Uttar Pradesh
Beniganj,Uttar Pradesh
Beswan,Uttar Pradesh
Bewar,Uttar Pradesh
Bhadarsa,Uttar Pradesh
Bhadohi,Uttar Pradesh
Bhagwant Nagar,Uttar Pradesh
Bharatganj,Uttar Pradesh
Bhargain,Uttar Pradesh
Bharthana,Uttar Pradesh
Bharuhana,Uttar Pradesh
Bharwari,Uttar Pradesh
Bhatni Bazar,Uttar Pradesh
Bhatpar Rani,Uttar Pradesh
Bhawan Bahadur Nagar,Uttar Pradesh
Bhinga,Uttar Pradesh
Bhogaon,Uttar Pradesh
Bhojpur Dharampur,Uttar Pradesh
Bhokarhedi,Uttar Pradesh
Bhulepur,Uttar Pradesh
Bidhuna,Uttar Pradesh
Bighapur,Uttar Pradesh
Bijnor,Uttar Pradesh
Bijpur,Uttar Pradesh
Bikapur,Uttar Pradesh
Bilari,Uttar Pradesh
Bilariaganj,Uttar Pradesh
Bilaspur,Uttar Pradesh
Bilaspur,Uttar Pradesh
Bilgram,Uttar Pradesh
Bilhaur,Uttar Pradesh
Bilram,Uttar Pradesh
Bilsanda,Uttar Pradesh
Bilsi,Uttar Pradesh
Bindki,Uttar Pradesh
Bisalpur,Uttar Pradesh
Bisanda Buzurg,Uttar Pradesh
Bisauli,Uttar Pradesh
Bisharatganj,Uttar Pradesh
Bisokhar,Uttar Pradesh
Biswan,Uttar Pradesh
Bithoor,Uttar Pradesh
Budaun,Uttar Pradesh
Budhana,Uttar Pradesh
Bugrasi,Uttar Pradesh
Bulandshahr,Uttar Pradesh
Chail,Uttar Pradesh
Chak Imam Ali,Uttar Pradesh
Chakeri,Uttar Pradesh
Chakia,Uttar Pradesh
Chandauli,Uttar Pradesh
Chandausi,Uttar Pradesh
Chandpur,Uttar Pradesh
Charkhari,Uttar Pradesh
Charthaval,Uttar Pradesh
Chaumuhan,Uttar Pradesh
Chhaprauli,Uttar Pradesh
Chharra Rafatpur,Uttar Pradesh
Chhata,Uttar Pradesh
Chhatari,Uttar Pradesh
Chhibramau,Uttar Pradesh
Chhutmalpur,Uttar Pradesh
Chilkana Sultanpur,Uttar Pradesh
Chirgaon,Uttar Pradesh
Chitbara Gaon,Uttar Pradesh
Chitrakoot Dham (Karwi),Uttar Pradesh
Chopan,Uttar Pradesh
Choubepur Kalan,Uttar Pradesh
Chunar,Uttar Pradesh
Churk Ghurma,Uttar Pradesh
Colonelganj,Uttar Pradesh
Dadri,Uttar Pradesh
Dalmau,Uttar Pradesh
Dankaur,Uttar Pradesh
Dariyabad,Uttar Pradesh
Dasna,Uttar Pradesh
Dataganj,Uttar Pradesh
Daurala,Uttar Pradesh
Dayalbagh,Uttar Pradesh
Deoband,Uttar Pradesh
Deoranian,Uttar Pradesh
Deoria,Uttar Pradesh
Dewa,Uttar Pradesh
Dhampur,Uttar Pradesh
Dhanauha,Uttar Pradesh
Dhanauli,Uttar Pradesh
Dhanaura,Uttar Pradesh
Dharoti Khurd,Uttar Pradesh
Dhaura Tanda,Uttar Pradesh
Dhaurehra,Uttar Pradesh
Dibai,Uttar Pradesh
Dibiyapur,Uttar Pradesh
Dildarnagar Fatehpur Bazar,Uttar Pradesh
Doghat,Uttar Pradesh
Dohrighat,Uttar Pradesh
Dostpur,Uttar Pradesh
Dudhi,Uttar Pradesh
Dulhipur,Uttar Pradesh
Ekdil,Uttar Pradesh
Erich,Uttar Pradesh
Etah,Uttar Pradesh
Etawah,Uttar Pradesh
Etmadpur,Uttar Pradesh
Faizabad,Uttar Pradesh
Faizabad,Uttar Pradesh
Faizganj,Uttar Pradesh
Farah,Uttar Pradesh
Faridnagar,Uttar Pradesh
Faridpur,Uttar Pradesh
Faridpur,Uttar Pradesh
Fariha,Uttar Pradesh
Farrukhabad-cum-Fatehgarh,Uttar Pradesh
Fatehabad,Uttar Pradesh
Fatehganj Pashchimi,Uttar Pradesh
Fatehganj Purvi,Uttar Pradesh
Fatehgarh,Uttar Pradesh
Fatehpur,Uttar Pradesh
Fatehpur,Uttar Pradesh
Fatehpur Chaurasi,Uttar Pradesh
Fatehpur Sikri,Uttar Pradesh
Firozabad,Uttar Pradesh
Gajraula,Uttar Pradesh
Gangaghat,Uttar Pradesh
Gangapur,Uttar Pradesh
Gangoh,Uttar Pradesh
Ganj Dundawara,Uttar Pradesh
Ganj Muradabad,Uttar Pradesh
Garautha,Uttar Pradesh
Garhi Pukhta,Uttar Pradesh
Garhmukteshwar,Uttar Pradesh
Gaura Barhaj,Uttar Pradesh
Gauri Bazar,Uttar Pradesh
Gausganj,Uttar Pradesh
Gawan,Uttar Pradesh
Ghatampur,Uttar Pradesh
Ghaziabad,Uttar Pradesh
Ghazipur,Uttar Pradesh
Ghiraur,Uttar Pradesh
Ghorawal,Uttar Pradesh
Ghosi,Uttar Pradesh
Ghosia Bazar,Uttar Pradesh
Ghughuli,Uttar Pradesh
Gohand,Uttar Pradesh
Gokul,Uttar Pradesh
Gola Bazar,Uttar Pradesh
Gola Gokarannath,Uttar Pradesh
Gonda,Uttar Pradesh
Gopamau,Uttar Pradesh
Gopiganj,Uttar Pradesh
Gorakhpur,Uttar Pradesh
Gosainganj,Uttar Pradesh
Gosainganj,Uttar Pradesh
Govardhan,Uttar Pradesh
Gulaothi,Uttar Pradesh
Gularia Bhindara,Uttar Pradesh
Gulariya,Uttar Pradesh
Gunnaur,Uttar Pradesh
Gursahaiganj,Uttar Pradesh
Gursarai,Uttar Pradesh
Gyanpur,Uttar Pradesh
Hafizpur,Uttar Pradesh
Haidergarh,Uttar Pradesh
Haldaur,Uttar Pradesh
Hamirpur,Uttar Pradesh
Handia,Uttar Pradesh
Hapur,Uttar Pradesh
Hardoi,Uttar Pradesh
Harduaganj,Uttar Pradesh
Hargaon,Uttar Pradesh
Hariharpur,Uttar Pradesh
Harraiya,Uttar Pradesh
Hasanpur,Uttar Pradesh
Hasayan,Uttar Pradesh
Hastinapur,Uttar Pradesh
Hata,Uttar Pradesh
Hathras,Uttar Pradesh
Hyderabad,Uttar Pradesh
Ibrahimpur,Uttar Pradesh
Iglas,Uttar Pradesh
Ikauna,Uttar Pradesh
Iltifatganj Bazar,Uttar Pradesh
"Indian Telephone Industry, Mankapur (Sp. Village)",Uttar Pradesh
Islamnagar,Uttar Pradesh
Itaunja,Uttar Pradesh
Jafarabad,Uttar Pradesh
Jagner,Uttar Pradesh
Jahanabad,Uttar Pradesh
Jahangirabad,Uttar Pradesh
Jahangirpur,Uttar Pradesh
Jais,Uttar Pradesh
Jaithara,Uttar Pradesh
Jalalabad,Uttar Pradesh
Jalalabad,Uttar Pradesh
Jalalabad,Uttar Pradesh
Jalali,Uttar Pradesh
Jalalpur,Uttar Pradesh
Jalaun,Uttar Pradesh
Jalesar,Uttar Pradesh
Jamshila,Uttar Pradesh
Jangipur,Uttar Pradesh
Jansath,Uttar Pradesh
Jarwal,Uttar Pradesh
Jasrana,Uttar Pradesh
Jaswantnagar,Uttar Pradesh
Jatari,Uttar Pradesh
Jaunpur,Uttar Pradesh
Jewar,Uttar Pradesh
Jhalu,Uttar Pradesh
Jhansi,Uttar Pradesh
Jhansi,Uttar Pradesh
Jhansi Rly. Settlement,Uttar Pradesh
Jhinjhak,Uttar Pradesh
Jhinjhana,Uttar Pradesh
Jhusi,Uttar Pradesh
Jhusi Kohna,Uttar Pradesh
Jiyanpur,Uttar Pradesh
Joya,Uttar Pradesh
Jyoti Khuria,Uttar Pradesh
Kabrai,Uttar Pradesh
Kachhauna Patseni,Uttar Pradesh
Kachhla,Uttar Pradesh
Kachhwa,Uttar Pradesh
Kadaura,Uttar Pradesh
Kadipur,Uttar Pradesh
Kailashpur,Uttar Pradesh
Kaimganj,Uttar Pradesh
Kairana,Uttar Pradesh
Kakgaina,Uttar Pradesh
Kakod,Uttar Pradesh
Kakori,Uttar Pradesh
Kakrala,Uttar Pradesh
Kalinagar,Uttar Pradesh
Kalpi,Uttar Pradesh
Kamalganj,Uttar Pradesh
Kampil,Uttar Pradesh
Kandhla,Uttar Pradesh
Kandwa,Uttar Pradesh
Kannauj,Uttar Pradesh
Kanpur,Uttar Pradesh
Kanpur,Uttar Pradesh
Kanth,Uttar Pradesh
Kanth,Uttar Pradesh
Kaptanganj,Uttar Pradesh
Karari,Uttar Pradesh
Karhal,Uttar Pradesh
Karnawal,Uttar Pradesh
Kasganj,Uttar Pradesh
Katariya,Uttar Pradesh
Katghar Lalganj,Uttar Pradesh
Kathera,Uttar Pradesh
Katra,Uttar Pradesh
Katra,Uttar Pradesh
Katra Medniganj,Uttar Pradesh
Kauriaganj,Uttar Pradesh
Kemri,Uttar Pradesh
Kerakat,Uttar Pradesh
Khadda,Uttar Pradesh
Khaga,Uttar Pradesh
Khailar,Uttar Pradesh
Khair,Uttar Pradesh
Khairabad,Uttar Pradesh
Khairabad,Uttar Pradesh
Khalilabad,Uttar Pradesh
Khamaria,Uttar Pradesh
Khanpur,Uttar Pradesh
Kharela,Uttar Pradesh
Khargupur,Uttar Pradesh
Khariya,Uttar Pradesh
Kharkhoda,Uttar Pradesh
Khatauli,Uttar Pradesh
Khatauli Rural,Uttar Pradesh
Khekada,Uttar Pradesh
Kheragarh,Uttar Pradesh
Kheri,Uttar Pradesh
Kheta Sarai,Uttar Pradesh
Khudaganj,Uttar Pradesh
Khurja,Uttar Pradesh
Khutar,Uttar Pradesh
Kiraoli,Uttar Pradesh
Kiratpur,Uttar Pradesh
Kishni,Uttar Pradesh
Kishunpur,Uttar Pradesh
Kithaur,Uttar Pradesh
Koeripur,Uttar Pradesh
Konch,Uttar Pradesh
Kopaganj,Uttar Pradesh
Kora Jahanabad,Uttar Pradesh
Koraon,Uttar Pradesh
Korwa,Uttar Pradesh
Kosi Kalan,Uttar Pradesh
Kota,Uttar Pradesh
Kotra,Uttar Pradesh
Kotwa,Uttar Pradesh
Kul Pahar,Uttar Pradesh
Kunda,Uttar Pradesh
Kundarki,Uttar Pradesh
Kunwargaon,Uttar Pradesh
Kuraoli,Uttar Pradesh
Kurara,Uttar Pradesh
Kursath,Uttar Pradesh
Kursath,Uttar Pradesh
Kurthi Jafarpur,Uttar Pradesh
Kushinagar,Uttar Pradesh
Kusmara,Uttar Pradesh
Laharpur,Uttar Pradesh
Lakhimpur,Uttar Pradesh
Lakhna,Uttar Pradesh
Lal Gopalganj Nindaura,Uttar Pradesh
Lalganj,Uttar Pradesh
Lalitpur,Uttar Pradesh
Lar,Uttar Pradesh
Lawar NP,Uttar Pradesh
Ledwa Mahua,Uttar Pradesh
Lohta,Uttar Pradesh
Loni,Uttar Pradesh
Lucknow,Uttar Pradesh
Lucknow,Uttar Pradesh
Machhlishahr,Uttar Pradesh
Madhoganj,Uttar Pradesh
Madhogarh,Uttar Pradesh
Maghar,Uttar Pradesh
Mahaban,Uttar Pradesh
Mahmudabad,Uttar Pradesh
Mahoba,Uttar Pradesh
Maholi,Uttar Pradesh
Mahona,Uttar Pradesh
Mahrajganj,Uttar Pradesh
Mahrajganj,Uttar Pradesh
Mahrajganj,Uttar Pradesh
Mahroni,Uttar Pradesh
Mailani,Uttar Pradesh
Mainpuri,Uttar Pradesh
Majhara Pipar Ehatmali,Uttar Pradesh
Majhauli Raj,Uttar Pradesh
Malihabad,Uttar Pradesh
Mallawan,Uttar Pradesh
Mandawar,Uttar Pradesh
Manikpur,Uttar Pradesh
Manikpur Sarhat,Uttar Pradesh
Maniyar,Uttar Pradesh
Manjhanpur,Uttar Pradesh
Mankapur,Uttar Pradesh
Marehra,Uttar Pradesh
Mariahu,Uttar Pradesh
Maruadih Rly. Settlement,Uttar Pradesh
Maswasi,Uttar Pradesh
Mataundh,Uttar Pradesh
Mathura,Uttar Pradesh
Mathura,Uttar Pradesh
Mau Aima,Uttar Pradesh
Maudaha,Uttar Pradesh
Maunath Bhanjan,Uttar Pradesh
Mauranipur,Uttar Pradesh
Maurawan,Uttar Pradesh
Mawana,Uttar Pradesh
Meerut,Uttar Pradesh
Meerut,Uttar Pradesh
Mehdawal,Uttar Pradesh
Mehnagar,Uttar Pradesh
Mendu,Uttar Pradesh
Milak,Uttar Pradesh
Miranpur,Uttar Pradesh
Mirganj,Uttar Pradesh
Mirzapur-cum-Vindhyachal,Uttar Pradesh
Misrikh-cum-Neemsar,Uttar Pradesh
Modinagar,Uttar Pradesh
Mogra Badshahpur,Uttar Pradesh
Mohammadabad,Uttar Pradesh
Mohammadabad,Uttar Pradesh
Mohammadi,Uttar Pradesh
Mohan,Uttar Pradesh
Mohanpur,Uttar Pradesh
Mohiuddinpur,Uttar Pradesh
Moradabad,Uttar Pradesh
Moth,Uttar Pradesh
Mubarakpur,Uttar Pradesh
Mughalsarai,Uttar Pradesh
Mughalsarai Rly. Settlement,Uttar Pradesh
Muhammadabad,Uttar Pradesh
Mukrampur Khema,Uttar Pradesh
Mundera Bazar,Uttar Pradesh
Mundia,Uttar Pradesh
Muradnagar,Uttar Pradesh
Mursan,Uttar Pradesh
Musafirkhana,Uttar Pradesh
Muzaffarnagar,Uttar Pradesh
Nadigaon,Uttar Pradesh
Nagina,Uttar Pradesh
Nagram,Uttar Pradesh
Nai Bazar,Uttar Pradesh
Nainana Jat,Uttar Pradesh
Najibabad,Uttar Pradesh
Nakur,Uttar Pradesh
Nanauta,Uttar Pradesh
Nandgaon,Uttar Pradesh
Nanpara,Uttar Pradesh
Naraini,Uttar Pradesh
Narauli,Uttar Pradesh
Naraura,Uttar Pradesh
Naugawan Sadat,Uttar Pradesh
Nautanwa,Uttar Pradesh
Nawabganj,Uttar Pradesh
Nawabganj,Uttar Pradesh
Nawabganj,Uttar Pradesh
Nawabganj,Uttar Pradesh
Nehtaur,Uttar Pradesh
Nichlaul,Uttar Pradesh
Nidhauli Kalan,Uttar Pradesh
Niwari,Uttar Pradesh
Nizamabad,Uttar Pradesh
Noida,Uttar Pradesh
Noorpur,Uttar Pradesh
Northern Rly. Colony,Uttar Pradesh
Nyoria Husainpur,Uttar Pradesh
Nyotini,Uttar Pradesh
Obra,Uttar Pradesh
Oel Dhakwa,Uttar Pradesh
Orai,Uttar Pradesh
Oran,Uttar Pradesh
Ordnance Factory Muradnagar,Uttar Pradesh
Pachperwa,Uttar Pradesh
Padrauna,Uttar Pradesh
Pahasu,Uttar Pradesh
Paintepur,Uttar Pradesh
Pali,Uttar Pradesh
Pali,Uttar Pradesh
Palia Kalan,Uttar Pradesh
Parasi,Uttar Pradesh
Parichha,Uttar Pradesh
Parikshitgarh,Uttar Pradesh
Parsadepur,Uttar Pradesh
Patala,Uttar Pradesh
Patiyali,Uttar Pradesh
Patti,Uttar Pradesh
Phalauda,Uttar Pradesh
Phaphund,Uttar Pradesh
Phulpur,Uttar Pradesh
Phulpur,Uttar Pradesh
Phulwaria,Uttar Pradesh
Pihani,Uttar Pradesh
Pilibhit,Uttar Pradesh
Pilkhana,Uttar Pradesh
Pilkhuwa,Uttar Pradesh
Pinahat,Uttar Pradesh
Pipalsana Chaudhari,Uttar Pradesh
Pipiganj,Uttar Pradesh
Pipraich,Uttar Pradesh
Pipri,Uttar Pradesh
Powayan,Uttar Pradesh
Pratapgarh City,Uttar Pradesh
Pukhrayan,Uttar Pradesh
Puranpur,Uttar Pradesh
Purdilnagar,Uttar Pradesh
Purquazi,Uttar Pradesh
Purwa,Uttar Pradesh
Qasimpur Power House Colony,Uttar Pradesh
Rabupura,Uttar Pradesh
Radhakund,Uttar Pradesh
Rae Bareli,Uttar Pradesh
Raja Ka Rampur,Uttar Pradesh
Rajapur,Uttar Pradesh
Ramkola,Uttar Pradesh
Ramnagar,Uttar Pradesh
Ramnagar,Uttar Pradesh
Rampur,Uttar Pradesh
Rampur Bhawanipur,Uttar Pradesh
Rampur Karkhana,Uttar Pradesh
Rampur Maniharan,Uttar Pradesh
Rampura,Uttar Pradesh
Ranipur,Uttar Pradesh
Rashidpur Garhi,Uttar Pradesh
Rasra,Uttar Pradesh
Rasulabad,Uttar Pradesh
Rath,Uttar Pradesh
Raya,Uttar Pradesh
Renukoot,Uttar Pradesh
Reoti,Uttar Pradesh
Richha,Uttar Pradesh
Risia Bazar,Uttar Pradesh
Rithora,Uttar Pradesh
Rly. Settlement Roza,Uttar Pradesh
Robertsganj,Uttar Pradesh
Rudauli,Uttar Pradesh
Rudayan,Uttar Pradesh
Rudrapur,Uttar Pradesh
Rura,Uttar Pradesh
Rustamnagar Sahaspur,Uttar Pradesh
Sadabad,Uttar Pradesh
Sadat,Uttar Pradesh
Safipur,Uttar Pradesh
Sahanpur,Uttar Pradesh
Saharanpur,Uttar Pradesh
Sahaspur,Uttar Pradesh
Sahaswan,Uttar Pradesh
Sahatwar,Uttar Pradesh
Sahawar,Uttar Pradesh
Sahjanwa,Uttar Pradesh
Sahpau NP,Uttar Pradesh
Saidpur,Uttar Pradesh
Saidpur,Uttar Pradesh
Sainthal,Uttar Pradesh
Saiyad Raja,Uttar Pradesh
Sakhanu,Uttar Pradesh
Sakit,Uttar Pradesh
Salarpur Khadar,Uttar Pradesh
Salempur,Uttar Pradesh
Salon,Uttar Pradesh
Sambhal,Uttar Pradesh
Samdhan,Uttar Pradesh
Samthar,Uttar Pradesh
Sandi,Uttar Pradesh
Sandila,Uttar Pradesh
Sarai Aquil,Uttar Pradesh
Sarai Mir,Uttar Pradesh
Sardhana,Uttar Pradesh
Sarila,Uttar Pradesh
Sarsawan,Uttar Pradesh
Sasni,Uttar Pradesh
Satrikh,Uttar Pradesh
Saunkh,Uttar Pradesh
Saurikh,Uttar Pradesh
Seohara,Uttar Pradesh
Sewalkhas,Uttar Pradesh
Sewarhi,Uttar Pradesh
Shahabad,Uttar Pradesh
Shahabad,Uttar Pradesh
Shahganj,Uttar Pradesh
Shahi,Uttar Pradesh
Shahjahanpur,Uttar Pradesh
Shahjahanpur,Uttar Pradesh
Shahpur,Uttar Pradesh
Shamli,Uttar Pradesh
Shamsabad,Uttar Pradesh
Shamsabad,Uttar Pradesh
Shankargarh,Uttar Pradesh
Shergarh,Uttar Pradesh
Sherkot,Uttar Pradesh
Shikarpur,Uttar Pradesh
Shikohabad,Uttar Pradesh
Shishgarh,Uttar Pradesh
Shivdaspur,Uttar Pradesh
Shivli,Uttar Pradesh
Shivrajpur,Uttar Pradesh
Shohratgarh,Uttar Pradesh
Siana,Uttar Pradesh
Siddhaur,Uttar Pradesh
Sidhauli,Uttar Pradesh
Sidhpura,Uttar Pradesh
Sikanderpur,Uttar Pradesh
Sikanderpur,Uttar Pradesh
Sikandra,Uttar Pradesh
Sikandra Rao,Uttar Pradesh
Sikandrabad,Uttar Pradesh
Singahi Bhiraura,Uttar Pradesh
Sirathu,Uttar Pradesh
Sirauli,Uttar Pradesh
Sirsa,Uttar Pradesh
Sirsaganj,Uttar Pradesh
Sirsi,Uttar Pradesh
Sisauli,Uttar Pradesh
Siswa Bazar,Uttar Pradesh
Sitapur,Uttar Pradesh
Som,Uttar Pradesh
Soron,Uttar Pradesh
Suar,Uttar Pradesh
Sukhmalpur Nizamabad,Uttar Pradesh
Sultanpur,Uttar Pradesh
Sumerpur,Uttar Pradesh
Suriyawan,Uttar Pradesh
Swamibagh,Uttar Pradesh
Talbehat,Uttar Pradesh
Talgram,Uttar Pradesh
Tambaur-cum-Ahmadabad,Uttar Pradesh
Tanda,Uttar Pradesh
Tanda,Uttar Pradesh
Tatarpur Lallu,Uttar Pradesh
Tetri Bazar,Uttar Pradesh
Thakurdwara,Uttar Pradesh
Thana Bhawan,Uttar Pradesh
Thiriya Nizamat Khan,Uttar Pradesh
Tikait Nagar,Uttar Pradesh
Tikri,Uttar Pradesh
Tilhar,Uttar Pradesh
Tindwari,Uttar Pradesh
Tirwaganj,Uttar Pradesh
Titron,Uttar Pradesh
Tondi Fatehpur,Uttar Pradesh
Tulsipur,Uttar Pradesh
Tundla,Uttar Pradesh
Tundla Kham,Uttar Pradesh
Tundla Rly. Colony,Uttar Pradesh
Ugu,Uttar Pradesh
Ujhani,Uttar Pradesh
Ujhari,Uttar Pradesh
Umri,Uttar Pradesh
Umri Kalan,Uttar Pradesh
Un,Uttar Pradesh
Unchahar,Uttar Pradesh
Unnao,Uttar Pradesh
Usawan,Uttar Pradesh
Usehat,Uttar Pradesh
Utraula,Uttar Pradesh
Varanasi,Uttar Pradesh
Varanasi,Uttar Pradesh
Vijaigarh,Uttar Pradesh
Vrindavan,Uttar Pradesh
Warhapur,Uttar Pradesh
Wazirganj,Uttar Pradesh
Zaidpur,Uttar Pradesh
Zamania,Uttar Pradesh
Almora,Uttaranchal
Almora,Uttaranchal
Badrinathpuri,Uttaranchal
Bageshwar,Uttaranchal
Bajpur,Uttaranchal
Banbasa,Uttaranchal
Bandia,Uttaranchal
Barkot,Uttaranchal
Bharat Heavy Electrical Limited Ranipur,Uttaranchal
Bhimtal,Uttaranchal
Bhowali,Uttaranchal
Chakrata,Uttaranchal
Chamba,Uttaranchal
Chamoli Gopeshwar,Uttaranchal
Champawat,Uttaranchal
Clement Town,Uttaranchal
Dehradun,Uttaranchal
Dehradun,Uttaranchal
Dev Prayag,Uttaranchal
Dhaluwala,Uttaranchal
Dhandera,Uttaranchal
Dharchula,Uttaranchal
Dharchula Dehat,Uttaranchal
Didihat,Uttaranchal
Dineshpur,Uttaranchal
Dogadda,Uttaranchal
Doiwala,Uttaranchal
Dwarahat,Uttaranchal
FRI and College Area,Uttaranchal
Gadarpur,Uttaranchal
Gangotri,Uttaranchal
Gochar,Uttaranchal
Haldwani-cum-Kathgodam,Uttaranchal
Hardwar,Uttaranchal
Herbertpur,Uttaranchal
Jaspur,Uttaranchal
Jhabrera,Uttaranchal
Joshimath,Uttaranchal
Kachnal Gosain,Uttaranchal
Kaladungi,Uttaranchal
Karn Prayag,Uttaranchal
Kashipur,Uttaranchal
Kashirampur,Uttaranchal
Kedarnath,Uttaranchal
Kela Khera,Uttaranchal
Khatima,Uttaranchal
Kichha,Uttaranchal
Kirtinagar,Uttaranchal
Kotdwara,Uttaranchal
Laksar,Uttaranchal
Lalkuan,Uttaranchal
Landaura,Uttaranchal
Landour,Uttaranchal
Lansdowne,Uttaranchal
Lohaghat,Uttaranchal
Mahua Dabra Haripura,Uttaranchal
Mahua Kheraganj,Uttaranchal
Manglaur,Uttaranchal
Mohanpur Mohammadpur,Uttaranchal
Muni Ki Reti,Uttaranchal
Mussoori,Uttaranchal
Nagla,Uttaranchal
Nainital,Uttaranchal
Nainital,Uttaranchal
Nand Prayag,Uttaranchal
Narendra Nagar,Uttaranchal
Pauri,Uttaranchal
Pithoragarh,Uttaranchal
Pratitnagar,Uttaranchal
Raipur,Uttaranchal
Ramnagar,Uttaranchal
Ranikhet,Uttaranchal
Rishikesh,Uttaranchal
Roorkee,Uttaranchal
Roorkee,Uttaranchal
Rudra Prayag,Uttaranchal
Rudrapur,Uttaranchal
Shaktigarh,Uttaranchal
Sitarganj,Uttaranchal
Srinagar,Uttaranchal
Sultanpur,Uttaranchal
Tanakpur,Uttaranchal
Tehri,Uttaranchal
Uttarkashi,Uttaranchal
Veerbhadra,Uttaranchal
Vikasnagar,Uttaranchal
Adra,West Bengal
