SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
34,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic EngineerCall & Whatsapp HR Surya Sir - (8051041867)Electronic EngineerArea of Work ExperienceQuality assurance or controlInstallation, maintenance and inspection of equipment or facilitiesDesignArea of SpecializationElectronic test equipmentElectrical machines or transformersCommunicationsElectricalControl systemSystem integrationSpecific SkillsSupervise and inspect the installation and operation of electrical and electronic systems and equipmentPrepare material cost and timing estimates, reports and design specificationsDevelop maintenance and operating standards for electrical and electronic systems and equipmentDesign electrical and electronic components, systems and equipmentConduct feasibility, design operation and performance research of electrical generation and distribution networksInvestigate electrical or electronic failuresWork Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailWork Location InformationVarious locationsPersonal SuitabilityTeam playerElectronic EngineerCall & Whatsapp HR Surya Sir - (8051041867)Electronic Engineer",Bengaluru / Bangalore,Electronic Engineer For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer
35,Jailaxmi Enterprises,0-1 years,"Engineering - Mechanical, Automotive, Industrial","Automotive, Automobile, Ancillaries","We have urgent requirement for mechanical freshers.Job type ;- on roll,full timeRequired Experience ;- 0 to 1yearAbout company :- core automobile sectorRequired knowledge :- good technical skillIf any other information contact us to (8421071881) HR",Pune,Hire Mechanical Freshers,Not Specified,Mechanical Engineer,"Design Engineer, Production Engineer, Quality Engineer, Maintenance Engineer"
36,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial","Automotive, Automobile, Ancillaries",Call & Whatsapp HR Hariom Sir - (8859444893)Automobile EngineerRecommend product improvementsUse a computerAdjust engineering designsExecute analytical mathematical calculationsLiaise with engineersCall & Whatsapp HR Hariom Sir - (8859444893)Automobile Engineer,Bengaluru / Bangalore,Automobile Engineer For Freshers,150000 - 250000 INR,Automotive Engineer,Automobile Engineer
37,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Wordpress DesignerCall & Whatsapp HR Satya Sir - (9102882937)Wordpress DesignerThe WD need to have the technical know-how in web developing, specifically using WordPress. WD will not only manage our companys website as well as our the clients’ websites. The WD will also debug any minor technical issues found within the website.2. The WD will make adjustments to the Design as per the requests. (guidance will be provided on what adjustments are needed)3. The WD will also require to increase the page loading speed of a website.Wordpress DesignerCall & Whatsapp HR Satya Sir - (9102882937)Wordpress Designer",Bengaluru / Bangalore,Wordpress Designer For Freshers,150000 - 250000 INR,"Software Test Engineer, Other Software, Hardware, EDP",Wordpress Designer
38,Altronic HR Solution,0-5 years,Marketing & Communications,"Automotive, Automobile, Ancillaries","Automobile Company freshers and experience male/Female candidates for pan India leveljob opening in automobiles Company -Hiring for work shop , showroom and manufacturing Plants.Qualification-10th,12th,Diploma,I.T.I,Graduation and Post Graduation, qualified and fresher candidates are required.Post: - Store Keeper,Supervisor,assistant, Helper , computer operator, store in-charge, clerk, CCTV operator, mechanical supervisor and technical field, Executive , Sales and Marketing , HR , Operator, Admin , Office worker and Field worker.Working Hours ;- 8 hours, 9am to 5pm.Other Benefits ;- Fooding + cab service + E.S.I p.f ,Medical policy + Uniform facility available + Bonus + week Off.Apply Male And Females CandidateSkills: Supervision sales marketing Office workInterested candidates contact to HR for Interview appointment - (9776774401)Same Whats App.","Ambala, Amritsar",Hiring for Automobile freshers,Not Specified,"Fresher, Marketing Manager, Other Marketing, Marketing Executive","Freshers, High School Pass"
39,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals",,Ahmedabad,Pharmacist Job For Freshers,150000 - 250000 INR,Pharmacist,"Pharmacist, Hospital Pharmacist, Pharmacist Retail/hospital"
40,Biz Industries,0-2 years,"IT, Software Development - Application Programming, Maintenance, IT, Software Development - Client Server","IT, Computers - Software","Software EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Software EngineerSupport the technical design process by participating in the analysis of technical application requirements.Perform coding, testing and implementing configuration changes and assisting in the design of software applications to meet both functional and technical requirements.Compile and analyse data, processes, and codes to troubleshoot problems and identify areas for improvement.Work closely with software engineer team lead and vendors in order to find best possible technical solutions.Provide user support.Support the technical design process by participating in the analysis of technical application requirements.Perform coding, testing and implementing configuration changes and assisting in the design of software applications to meet both functional and technical requirements.Compile and analyse data, processes, and codes to troubleshoot problems and identify areas for improvement.Work closely with software engineer team lead and vendors in order to find best possible technical solutions.Provide user support.Software EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Software Engineer",Kolkata,Software Engineer For Freshers,150000 - 250000 INR,"Software Developer, Software Developer","Developer, IT, Software Engineer, Software developer, Software programmer"
41,Biz Industries,0-2 years,"Engineering - Electronics, Communication",Electronics Manufacturing,"Electronic EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Electronic EngineerCreate technical plansAdjust engineering designsIdentify customers needsPerform scientific researchManage budgetsQualifications and experience requiredAbility to work effectively in an international or multi-cultural environmentAbility to work independentlyOpenness and interest in learning and developingGood communication, cooperation and team working skillsAccuracy and attention to detailsElectronic EngineerCall & Whatsapp HR Vedpal Sir -(8218550935)Electronic Engineer",Hyderabad / Secunderabad,Electronic Engineer For Freshers,150000 - 250000 INR,Electronics Engineer,Electronic Engineer
42,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","BPO (Amazon)Call & Whatsapp HR Pratik Sir - ( 8826072791)BPO (Amazon)Answer enquiries, schemes and campaign related enquiresProvide good customer service to customers within the first callIdentify trending issues and types of feedbacks for areas of improvementHandle and manage escalation issues effectivelyHandling of Mandarin speaking and local dialect clientsBPO (Amazon)Call & Whatsapp HR Pratik Sir - ( 8826072791)BPO (Amazon)",Kolkata,BPO (Amazon) For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",Bpo
43,Biz Industries,0-2 years,"IT, Software Development - Application Programming, Maintenance, IT, Software Development - Client Server","IT, Computers - Software","Software DeveloperCall & Whatsapp HR Yogesh Sir - (7617551414)Software DeveloperComputer Programming, OtherComputer ScienceMathematics, OtherSpecific SkillsWrite, modify, integrate and test software codePrepare reports, manuals and other documentation on the status, operation and maintenance of softwareAssist in the development of logical and physical specificationsMaintain existing computer programs by making modifications as requiredProgramming LanguagesPythonModel-View-Controller (MVC)Work Conditions and Physical CapabilitiesFast-paced environmentWork under pressureAttention to detailCombination of sitting, standing, walkingPersonal SuitabilityEffective interpersonal skillsTeam playerOrganizedSoftware DeveloperCall & Whatsapp HR Yogesh Sir - (7617551414)Software Developer",Bengaluru / Bangalore,Software Developer For Freshers,150000 - 250000 INR,"Software Developer, Software Developer","Software Developer, Software Engineer, Software programmer"
44,Biz Industries,0-2 years,"IT- Hardware, Telecom, Technical Staff, Support, IT, Hardware - Embedded, EDA, VLSI, ASIC, Chip Description","IT, Computers - Hardware & Networking","Hardware and Networking EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking EngineerProvide IT & Desktop Support.Perform troubleshooting and execute needed repairs.Install and configure hardware, networking equipment and software programs.Ensure backups are done properly and managing and executing of IT projects eg. Hardware upgrades and applications such as MS Office, and security software upgrades.Perform and maintain server to server migrations.Provide first level support for end users at desktop and infrastructure level.Control and maintain file access permission on server.Maintain proper log file of users and matrix of accessibility.Trouble shooting turnaround, server, and database backup.Execute different maintenance activities when needed.Perform other ad-hoc projects or tasks as assigned.Hardware and Networking EngineerCall & Whatsapp HR Satya Sir - (9102882937)Hardware and Networking Engineer",Kolkata,Hardware and Networking Engineer For Freshers,150000 - 250000 INR,"Hardware Installation Technician, Head, VP, GM - Hardware, Telecom, Technical Staff, Support","Hardware and Networking EngineerNetwork Engineer, System Administrator, Network Administrator"
